ISO Code;Country Name;Holiday Date;Holiday ID;Holiday Name;Holiday Observance;Calendar;Rule Last Updated
GE-AB;Abkhazia;46023;30208;New Year;;;41274
GE-AB;Abkhazia;46024;30209;New Year Holiday;;;41274
GE-AB;Abkhazia;46029;30210;Orthodox Christmas;;Orthodox;41274
GE-AB;Abkhazia;46036;30211;Azhirnikhua (Day of world creation);;;42366
GE-AB;Abkhazia;46089;30212;International Women's Day;;;42366
GE-AB;Abkhazia;46090;30212;Women's Day Holiday;;;42366
GE-AB;Abkhazia;46124;31508;Orthodox Easter;;Orth. Easter;42366
GE-AB;Abkhazia;46125;33396;Orthodox Easter Monday;;Orth. Easter;44162
GE-AB;Abkhazia;46143;31507;May Day;;;43076
GE-AB;Abkhazia;46151;30213;Victory Day;;;42366
GE-AB;Abkhazia;46153;30213;Victory Day Holiday;;;42366
GE-AB;Abkhazia;46165;30668;Day of the Holy Apostle Simon the Zealot;;;42878
GE-AB;Abkhazia;46167;30668;Simon the Zealot Holiday;;;42878
GE-AB;Abkhazia;46169;30216;Kurbanykhua / Eil al-Adha (Feast of Sacrifice);;Muslim;44553
GE-AB;Abkhazia;46260;30217;Anniversary of Official Recognition;;;43076
GE-AB;Abkhazia;46262;34220;Assumption of the Blessed Virgin Mary;;Orthodox;44162
GE-AB;Abkhazia;46295;30214;Day of Liberation of the Republic of Abkhazia;;;42366
GE-AB;Abkhazia;46352;30215;Constitution Day of the Republic of Abkhazia;;;42366
AF;Afghanistan;46068;24865;Liberation Day;;Persian;39779
AF;Afghanistan;46071;21171;Start of Ramadan (Awal Ramadan);;Muslim;38560
AF;Afghanistan;46101;21170;Eid al Fitr (End of Ramadan);;Muslim;44685
AF;Afghanistan;46102;21170;Eid al Fitr Holiday;;Muslim;44685
AF;Afghanistan;46103;21170;Eid al Fitr Holiday;;Muslim;44685
AF;Afghanistan;46140;21165;Victory Day;;Persian;39628
AF;Afghanistan;46143;30972;International Workers' Day;;;42119
AF;Afghanistan;46168;28410;Arafat Day;;Muslim;45463
AF;Afghanistan;46169;21167;Eid al Adha (Feast of Sacrifice);;Muslim;45463
AF;Afghanistan;46170;21167;Eid al Adha Holiday;;Muslim;45463
AF;Afghanistan;46171;21167;Eid al Adha Holiday;;Muslim;45463
AF;Afghanistan;46249;35420;Anniversary of the Return to Power;;Persian;45515
AF;Afghanistan;46253;21166;Independence Day (Jeshen);;Persian;43695
AF;Afghanistan;46259;21169;The Prophet's Birthday (Mawleed al-Nabi);;Muslim;44220
AF;Afghanistan;46265;35709;Anniversary Of The Withdrawal Of The Last American Soldier;;Persian;45522
AX;Åland;46023;21632;New Year's Day;;;42476
AX;Åland;46028;21633;Epiphany;;;38350
AX;Åland;46115;21634;Good Friday;;Easter;38350
AX;Åland;46117;21635;Easter;;Easter;38350
AX;Åland;46118;21636;Easter Monday;;Easter;38350
AX;Åland;46143;21637;Vappu (May Day);;;38536
AX;Åland;46156;21638;Ascension Day;;Easter;38350
AX;Åland;46166;21639;Whit Sunday (Pentecost);;Easter;38350
AX;Åland;46182;21647;Självstyrelsedagen (Åland Self-Governing Day);;;38350
AX;Åland;46192;21640;Midsummer's Eve;Banks/Other;;38895
AX;Åland;46193;21641;Midsummer's Day;;;38350
AX;Åland;46326;21642;All Saints' Day;;;38350
AX;Åland;46362;21643;Independence Day;;;38350
AX;Åland;46380;21644;Christmas Eve;Banks/Other;;38895
AX;Åland;46381;21645;Christmas Day;;;38350
AX;Åland;46382;21646;Second Day of Christmas;;;38536
AL;Albania;46023;29087;New Year's Day (Dita e Vitit të Ri);;;42097
AL;Albania;46024;29088;New Year Holiday;;;42097
AL;Albania;46095;31210;Summer Day (Dita e Verës);;;42097
AL;Albania;46097;31210;Summer Day Holiday;;;42097
AL;Albania;46101;29092;Lesser Bajram / End of Ramadan (Bajramit të Madh);;Muslim;43401
AL;Albania;46103;29090;Nevruz (Dita e Nevruzit);;;42097
AL;Albania;46104;29090;Nevruz Holiday;;;42097
AL;Albania;46117;26093;Catholic Easter (Pashkës Katolike);;Easter;40422
AL;Albania;46118;22145;Catholic Easter Monday;;Easter;42097
AL;Albania;46124;26094;Orthodox Easter (Pashkës Ortodokse);;Orth. Easter;40422
AL;Albania;46125;20874;Orthodox Easter Monday;;Orth. Easter;42097
AL;Albania;46143;29091;International Labor Day (Dita Ndërkombëtare e Punës);;;42097
AL;Albania;46169;29094;Greater Bajram / Feast of Sacrifice (Kurban Bajramit);;Muslim;43401
AL;Albania;46270;33436;Day of Mother Teresa's Canonization (Dita e Lumturimit të Nënë Terezës);;;43129
AL;Albania;46272;33436;Mother Teresa's Canonization Holiday;;;43129
AL;Albania;46348;35851;Day of the Alphabet;;;45317
AL;Albania;46349;35851;Alphabet Day Holiday;;;45317
AL;Albania;46354;29095;Independence Day (Dita e Pavarësisë);;;42097
AL;Albania;46355;29096;Liberation Day (Dita e Çlirimit);;;42097
AL;Albania;46356;29095;Independence Day Holiday;;;42097
AL;Albania;46357;29096;Liberation Day Holiday;;;42097
AL;Albania;46364;29200;National Youth Day (Dita Kombëtare e Rinisë);;;42097
AL;Albania;46381;29097;Christmas Day (Krishtlindja);;;42097
DZ;Algeria;46023;21121;New Year's Day;;;38230
DZ;Algeria;46034;33418;Amenzu n Yennayer (Amazigh New Year);;;43838
DZ;Algeria;46101;21126;Eid al Fitr (End of Ramadan);;Muslim;45746
DZ;Algeria;46102;21126;Eid al Fitr Holiday;;Muslim;45746
DZ;Algeria;46103;35696;Eid al Fitr Holiday;;Muslim;45746
DZ;Algeria;46143;21127;Labour Day;;;38230
DZ;Algeria;46169;21122;Eid al Adha (Feast of Sacrifice);;Muslim;44743
DZ;Algeria;46170;21122;Eid al Adha Holiday;;Muslim;44743
DZ;Algeria;46189;21125;Awal Mouharem (Islamic New Year);;Muslim;44417
DZ;Algeria;46198;21123;Achoura (Ashura);;Muslim;45840
DZ;Algeria;46208;21129;Independence Day;;;38230
DZ;Algeria;46259;21124;Mawlid En Nabaoui Echarif (The Prophet's Birthday);;Muslim;45901
DZ;Algeria;46327;21130;Revolution Day;;;38230
AS;American Samoa;46023;23188;New Year's Day;;;42266
AS;American Samoa;46024;36502;Public Sector Holiday;Government;2026 Only;46026
AS;American Samoa;46041;23189;Martin Luther King Jr Day;;;38580
AS;American Samoa;46069;23190;Presidents' Day;;;38580
AS;American Samoa;46115;23200;Good Friday;;Easter;38931
AS;American Samoa;46129;23199;American Samoa Flag Day;;;42266
AS;American Samoa;46167;23191;Memorial Day;;;38580
AS;American Samoa;46192;34839;Juneteenth Independence Day;Government;;44476
AS;American Samoa;46206;23192;Independence Day Holiday;;;42266
AS;American Samoa;46207;23192;Independence Day;;;42266
AS;American Samoa;46219;24568;Manu'a Cession Day;Government;;42266
AS;American Samoa;46272;23193;Labor Day;;;38580
AS;American Samoa;46306;25475;White Sunday;Christian;;39296
AS;American Samoa;46307;23194;Columbus Day / Indigenous Peoples' Day;;;44843
AS;American Samoa;46337;23195;Veterans Day;;;42266
AS;American Samoa;46352;23196;Thanksgiving Day;;;38580
AS;American Samoa;46381;23197;Christmas Day;;;42266
AD;Andorra;46023;20892;New Year's Day;;;38230
AD;Andorra;46028;20893;Epiphany;;;38899
AD;Andorra;46069;22077;Carnival;;Easter;38899
AD;Andorra;46095;31184;Constitution Day;Banks;;42027
AD;Andorra;46114;20895;Maundy Thursday (starting at 12:00 noon);Banks/Afternoon;Easter;43810
AD;Andorra;46115;20896;Good Friday;;Easter;38899
AD;Andorra;46116;33022;Holy Saturday;Banks;Easter;43084
AD;Andorra;46118;20899;Easter Monday;;Easter;38899
AD;Andorra;46143;20900;Labour Day;;;38899
AD;Andorra;46167;20903;Whit Monday;;Easter;38899
AD;Andorra;46197;25219;Saint John The Baptist Day;Banks;;43084
AD;Andorra;46235;22078;Andorra La Vella Festival;Regional;;38538
AD;Andorra;46236;22078;Andorra La Vella Festival;Regional;;38538
AD;Andorra;46237;22078;Andorra La Vella Festival;Regional;;38538
AD;Andorra;46249;20905;Assumption;;;38899
AD;Andorra;46273;20906;Meritxell Day (National Day);;;38899
AD;Andorra;46327;20907;All Saints' Day;;;38899
AD;Andorra;46364;20909;Immaculate Conception Day;;;38899
AD;Andorra;46380;20910;Christmas Eve;Banks;;42735
AD;Andorra;46381;20911;Christmas Day;;;38230
AD;Andorra;46382;20912;Saint Stephen's Day;;;38899
AD;Andorra;46387;20913;New Year's Eve;Banks;;42735
AO;Angola;46023;21741;New Year's Day;;;44495
AO;Angola;46024;21741;New Year's Day Holiday;;;44495
AO;Angola;46047;22608;Luanda City Day;Regional;;41940
AO;Angola;46057;21747;Liberation Day;;;44495
AO;Angola;46069;34678;Carnival Holiday;;Easter;44495
AO;Angola;46070;21750;Carnival;;Easter;40530
AO;Angola;46089;21743;International Women's Day;;;44495
AO;Angola;46104;33533;Day of the Liberation of Southern Africa;;;44495
AO;Angola;46115;21752;Good Friday;;Easter;38352
AO;Angola;46116;21751;Angolan Peace Day;;;44495
AO;Angola;46143;21744;Labour Day;;;44495
AO;Angola;46282;21742;National Heroes' Day;;;44495
AO;Angola;46283;21742;National Heroes' Day Holiday;;;44495
AO;Angola;46328;21755;All Souls' Day;;;44495
AO;Angola;46337;21745;Independence Day;;;44495
AO;Angola;46380;26028;Christmas Eve (non-working afternoon);Government/Afternoon;;45652
AO;Angola;46381;21749;Christmas and Family Day;;;44495
AO;Angola;46387;26029;New Year's Eve (non-working afternoon);Government/Afternoon;;45652
AI;Anguilla;46023;22945;New Year's Day;;;39269
AI;Anguilla;46083;28773;James Ronald Webster's Birthday;;;41694
AI;Anguilla;46115;22947;Good Friday;;Easter;38579
AI;Anguilla;46118;22949;Easter Monday;;Easter;38579
AI;Anguilla;46143;22950;Labour Day;;;39271
AI;Anguilla;46167;22952;Whit Monday;;Easter;38579
AI;Anguilla;46172;22962;Anguilla Day;;;46040
AI;Anguilla;46174;22962;Anguilla Day Holiday;;;46040
AI;Anguilla;46195;22953;Celebration of the Birthday of His Majesty The King;;;46040
AI;Anguilla;46237;22954;August Monday (Start of Carnival);;;39627
AI;Anguilla;46240;22955;August Thursday;;;39627
AI;Anguilla;46241;22961;Constitution Day;;;38579
AI;Anguilla;46374;22956;National Heroes and Heroines Day/National Jollification Day;;;46040
AI;Anguilla;46381;22957;Christmas Day;;;39316
AI;Anguilla;46382;22959;Boxing Day;;;39316
AI;Anguilla;46384;22959;Boxing Day Holiday;;;39316
AG;Antigua and Barbuda;46023;31437;New Year's Day;;;42305
AG;Antigua and Barbuda;46115;22861;Good Friday;;Easter;38578
AG;Antigua and Barbuda;46118;22863;Easter Monday;;Easter;38578
AG;Antigua and Barbuda;46146;22865;Labour Day Holiday;;;38578
AG;Antigua and Barbuda;46167;22867;Whit Monday;;Easter;38578
AG;Antigua and Barbuda;46237;22860;Carnival Holiday;;;44193
AG;Antigua and Barbuda;46238;24597;Carnival Holiday;;;44193
AG;Antigua and Barbuda;46275;36385;National Day of Prayer;;;45898
AG;Antigua and Barbuda;46327;22869;Independence Day;;;42305
AG;Antigua and Barbuda;46328;22869;Independence Day Holiday;;;42305
AG;Antigua and Barbuda;46365;22876;Vere Cornwall Bird Snr. Day;;;44193
AG;Antigua and Barbuda;46381;22871;Christmas Day;;;44193
AG;Antigua and Barbuda;46382;22872;Boxing Day;;;44193
AR;Argentina;46023;17775;New Year's Day;;;38230
AR;Argentina;46069;29197;Lunes de Carnaval;;Easter;40485
AR;Argentina;46070;29198;Martes de Carnaval;;Easter;40485
AR;Argentina;46104;29193;Public Holiday (día no laborable con fines turísticos);;Arbitrary;46018
AR;Argentina;46105;24363;Truth and Justice Day;;;42765
AR;Argentina;46114;24584;Malvinas Day;;;43912
AR;Argentina;46114;22702;Maundy Thursday (día no laborable);;Easter;43050
AR;Argentina;46115;17776;Good Friday;;Easter;38230
AR;Argentina;46143;17779;Labor Day;;;45410
AR;Argentina;46167;21387;First Government Day (Día de la Revolución de Mayo);;;38576
AR;Argentina;46188;33097;Paso a la Inmortalidad del Gral. de Güemes (in lieu of June 17);;;45897
AR;Argentina;46193;17780;Paso a la Inmortalidad del Gral. Belgrano;;;42765
AR;Argentina;46212;17782;Independence Day;;;38230
AR;Argentina;46213;29193;Public Holiday (día no laborable con fines turísticos);;Arbitrary;46018
AR;Argentina;46251;33080;Paso a la Inmortalidad del Gral. de San Martín;;;45897
AR;Argentina;46307;33090;Día del Respeto a la Diversidad Cultural;;;45900
AR;Argentina;46332;25699;Bank Holiday (Día del Bancario);Banks;;43044
AR;Argentina;46349;33089;Día de la Soberanía Nacional Holiday (in lieu of Nov. 20);;;45897
AR;Argentina;46363;29193;Public Holiday (día no laborable con fines turísticos);;Arbitrary;46018
AR;Argentina;46364;17785;Immaculate Conception Day;;;38230
AR;Argentina;46380;31121;Bank Holiday;Banks/Afternoon;;45648
AR;Argentina;46381;17786;Christmas Day;;;38230
AR;Argentina;46387;31120;Bank Holiday;Banks/Afternoon;;45648
AM;Armenia;46023;34823;New Year's Day (Amanor);;;44512
AM;Armenia;46024;34823;New Year Holiday;;;44512
AM;Armenia;46028;21089;Armenian Christmas (Surb Tsnund);;;38230
AM;Armenia;46049;36437;Memorial Day For Those Who Fell For The Homeland;;;46043
AM;Armenia;46050;22177;National Army Day;;;44226
AM;Armenia;46089;21090;International Women's Day;;;40265
AM;Armenia;46136;21094;Armenian Remembrance Day;;;38546
AM;Armenia;46143;24516;Labour Day;;;40265
AM;Armenia;46146;36539;Public Holiday (8th Summit of the EPC) (workday moved to Sat. Apr. 18);;2026 Only;46051
AM;Armenia;46151;21095;Victory and Peace Day;;;38546
AM;Armenia;46170;21096;1st Republic Day;;;38546
AM;Armenia;46208;21097;Constitution Day;;;38230
AM;Armenia;46286;21098;Independence Day;;;38230
AM;Armenia;46387;21100;New Year's Eve;;;38230
AW;Aruba;46023;22826;New Year's Day (Aña Nobo);;;45977
AW;Aruba;46047;22835;Betico Croes Day (Dia di Betico);;;45977
AW;Aruba;46048;36538;Betico Croes Day Holiday;Government;2026 Only;46046
AW;Aruba;46069;22827;Carnival Monday (Dialuna prome cu diaranson di shinish);;Easter;45977
AW;Aruba;46099;22834;National Anthem and Flag Day (Dia di Himno y Bandera);;;45977
AW;Aruba;46115;22828;Good Friday (Bierna Santo);;Easter;45977
AW;Aruba;46118;22830;Easter Monday (Di dos dia di Pasco di Resureccion);;Easter;45977
AW;Aruba;46139;30891;King's Day (Dia di Rey);;;45977
AW;Aruba;46143;22832;Labour Day (Dia di Obrero);;;45977
AW;Aruba;46156;22833;Ascension Day (Dia di Asuncion);;Easter;45977
AW;Aruba;46381;22840;Christmas Day (Pasco di Nacemento);;;45977
AW;Aruba;46382;22841;Boxing day (Di dos dia di Pasco di Nacemento);;;45977
AU;Australia;46023;23541;New Year's Day;;;42240
AU;Australia;46048;17789;Australia Day (National Day);;;39301
AU;Australia;46083;25600;Labour Day (WA);Regional;;45914
AU;Australia;46090;22154;Adelaide Cup Day (SA);Regional;;44991
AU;Australia;46090;25605;Canberra Day (ACT);Regional;;39352
AU;Australia;46090;26137;Eight Hours Day (TAS);Regional;;39641
AU;Australia;46090;25601;Labour Day (VIC);Regional;;39352
AU;Australia;46115;17790;Good Friday;;Easter;38230
AU;Australia;46116;17791;Holy Saturday (ACT NSW NT QLD SA VIC);Regional;Easter;44144
AU;Australia;46117;17792;Easter Sunday (ACT NSW NT QLD SA VIC WA);Regional;Easter;45263
AU;Australia;46118;17793;Easter Monday;;Easter;38230
AU;Australia;46119;25602;Easter Tuesday (TAS);Regional/Banks/Government;Easter;40657
AU;Australia;46137;17794;ANZAC Day;;;39352
AU;Australia;46139;25610;ANZAC Day Holiday (ACT WA);Regional;;45992
AU;Australia;46139;36540;ANZAC Day Holiday (NSW);Regional/Tentative;;46051
AU;Australia;46146;25606;May Day/Labour Day (NT QLD);Regional;;39352
AU;Australia;46174;33184;Reconciliation Day (ACT);Regional;;42992
AU;Australia;46174;25607;Western Australia Day (WA);Regional;;45914
AU;Australia;46181;17795;King's Birthday (ACT NSW NT SA TAS VIC);Regional;;45304
AU;Australia;46237;22151;August Bank Holiday (ACT NSW);Regional/Banks;;44259
AU;Australia;46237;25982;Picnic Day (NT);Regional;;39561
AU;Australia;46246;32700;Royal Queensland Show (Brisbane area only) (QLD);Municipal/Regional;;44413
AU;Australia;46290;31106;AFL Grand Finale Parade (VIC) (date to be confirmed, might move to Oct. 2);Regional;;45968
AU;Australia;46293;25608;King's Birthday (WA);Regional;;45914
AU;Australia;46300;30249;King's Birthday (QLD);Regional;;44859
AU;Australia;46300;25599;Labour Day (ACT NSW SA);Regional;;39352
AU;Australia;46329;17796;Melbourne Cup Day (VIC);Regional;;39395
AU;Australia;46380;33994;Christmas Eve (from 6pm to midnight) (QLD);Regional/Evening;;43799
AU;Australia;46380;33995;Christmas Eve (from 7pm to midnight) (NT SA);Regional/Evening;;43829
AU;Australia;46381;23542;Christmas Day;;;39301
AU;Australia;46382;23543;Boxing Day / Proclamation Day;;;39352
AU;Australia;46384;23543;Christmas Holiday;;;39352
AU;Australia;46387;34089;New Year's Eve (from 7pm to midnight) (NT SA);Regional/Evening;;43829
AT;Austria;46023;17799;New Year's Day;;;38230
AT;Austria;46028;17800;Epiphany;;;38230
AT;Austria;46100;25728;Saint Joseph (K ST T V);Regional/Government/Schools;;39397
AT;Austria;46118;17802;Easter Monday;;Easter;38230
AT;Austria;46143;17803;Labour Day (Staatsfeiertag);;;39396
AT;Austria;46146;25730;Saint Florian (OÖ);Regional/Government/Schools;;39397
AT;Austria;46156;17804;Ascension Day;;Easter;38230
AT;Austria;46167;17805;Whit Monday;;Easter;38230
AT;Austria;46177;17806;Corpus Christi Day;;Easter;38230
AT;Austria;46249;17807;Assumption Day;;;38230
AT;Austria;46289;25731;Saint Rupert (S);Regional/Government/Schools;;39397
AT;Austria;46305;25732;Referendum Day (Tag der Volksabstimmung) (K);Regional/Government/Schools;;39397
AT;Austria;46321;17808;National Day;;;38230
AT;Austria;46327;17809;All Saints' Day;;;38230
AT;Austria;46337;25729;Saint Martin (B);Regional/Government/Schools;;39397
AT;Austria;46341;25733;Saint Leopold (NÖ W);Regional/Government/Schools;;39397
AT;Austria;46364;17810;Immaculate Conception Day;;;38230
AT;Austria;46380;25725;Christmas Eve (Weihnachten);Banks;;39396
AT;Austria;46381;17811;Christmas Day (Christtag);;;39396
AT;Austria;46382;17812;Saint Stephen's Day (Stefanitag);;;39396
AZ;Azerbaijan;46023;21004;New Year's Day;;;42720
AZ;Azerbaijan;46024;25820;New Year Holiday;;;42720
AZ;Azerbaijan;46089;21006;Women's Day;;;45703
AZ;Azerbaijan;46090;21006;Women's Day Holiday;;;45703
AZ;Azerbaijan;46101;21007;Novruz Bairam (Persian New Year);;;42434
AZ;Azerbaijan;46101;21009;Ramazan Bayram (End of Ramadan);;Muslim;45703
AZ;Azerbaijan;46102;21007;Novruz Holiday;;;42434
AZ;Azerbaijan;46102;28436;Ramazan Bayram Holiday;;Muslim;46003
AZ;Azerbaijan;46103;21007;Novruz Holiday;;;42434
AZ;Azerbaijan;46104;21007;Novruz Holiday;;;42434
AZ;Azerbaijan;46105;21007;Novruz Holiday;;;42434
AZ;Azerbaijan;46106;25770;Novruz/Ramazan Bayram Holiday;;;46003
AZ;Azerbaijan;46107;25925;Novruz/Ramazan Bayram Holiday;;;46003
AZ;Azerbaijan;46108;25941;Novruz/Ramazan Bayram Holiday;;2026 Only;46003
AZ;Azerbaijan;46111;25941;Novruz/Ramazan Bayram Holiday;;2026 Only;46003
AZ;Azerbaijan;46151;21008;Day of Victory over Fascism;;;45388
AZ;Azerbaijan;46153;21008;Victory over Fascism holiday;;;45388
AZ;Azerbaijan;46169;21010;Gurban Bayram (Feast of Sacrifice);;Muslim;43077
AZ;Azerbaijan;46170;21011;Independence Day;;;44549
AZ;Azerbaijan;46171;28507;Independence Day/Gurban Bayram Holiday;;Muslim;46003
AZ;Azerbaijan;46188;21012;National Day of Salvation;;;40709
AZ;Azerbaijan;46199;22171;Armed Forces Day;;;42720
AZ;Azerbaijan;46334;34311;Victory Day;;;45643
AZ;Azerbaijan;46335;28625;State Flag Day;;;45643
AZ;Azerbaijan;46336;34311;Victory Day Holiday;;;45643
AZ;Azerbaijan;46387;21016;Solidarity Day of World Azerbaijanis;;;42720
BS;Bahamas;46023;21670;New Year's Day;;;40559
BS;Bahamas;46034;30686;Majority Rule Holiday (day in lieu);;;41557
BS;Bahamas;46115;21671;Good Friday;;Easter;38351
BS;Bahamas;46118;21673;Easter Monday;;Easter;38351
BS;Bahamas;46167;21674;Whit Monday;;Easter;38351
BS;Bahamas;46178;21675;Sir Randol Fawkes Day (Labour Day);;;42399
BS;Bahamas;46213;21677;Independence Day;;;41555
BS;Bahamas;46237;21678;Emancipation Day;;;38351
BS;Bahamas;46307;21676;National Heroes Day;;;42727
BS;Bahamas;46381;21679;Christmas Day;;;40559
BS;Bahamas;46384;21682;Boxing Day (observed);;;46028
BH;Bahrain;46023;17813;New Year's Day;;;38230
BH;Bahrain;46101;17814;Eid al Fitr (End of Ramadan);;Muslim (Umm al-Qura);44680
BH;Bahrain;46102;17814;Eid al Fitr Holiday;;Muslim (Umm al-Qura);44680
BH;Bahrain;46103;17814;Eid al Fitr Holiday;;Muslim (Umm al-Qura);44680
BH;Bahrain;46143;24512;Labour Day;;;38914
BH;Bahrain;46145;28357;Labour Day Holiday;Banks/Government;;43710
BH;Bahrain;46168;24511;Arafat Day;Banks/Government;Muslim (Umm al-Qura);45811
BH;Bahrain;46169;17815;Eid al Adha (Feast of Sacrifice);;Muslim (Umm al-Qura);45807
BH;Bahrain;46170;17815;Eid al Adha Holiday;;Muslim (Umm al-Qura);45807
BH;Bahrain;46171;17815;Eid al Adha Holiday;;Muslim (Umm al-Qura);45807
BH;Bahrain;46189;17816;Islamic New Year;;Muslim (Umm al-Qura);42004
BH;Bahrain;46198;17817;Ashura Holiday;;Muslim (Umm al-Qura);43717
BH;Bahrain;46199;17817;Ashura;;Muslim (Umm al-Qura);43717
BH;Bahrain;46201;28359;Ashura Holiday;Banks/Government;Muslim (Umm al-Qura);45137
BH;Bahrain;46259;17818;Miladunnabi (the Prophet's Birthday);;Muslim (Umm al-Qura);42368
BH;Bahrain;46372;17819;National Day;;;39485
BH;Bahrain;46373;17819;National Day Holiday;;;39485
BD;Bangladesh;46057;17834;Shab e-Barat (Night of Records);Banks/Government;Muslim (IndoPak);46042
BD;Bangladesh;46063;26697;Public Holiday (workers in industrial areas only);;2026 Only;46044
BD;Bangladesh;46064;26697;Public Holiday;;2026 Only;46044
BD;Bangladesh;46065;26697;Public Holiday (13th Parliamentary Election and Constitutional Referendum);;2026 Only;46044
BD;Bangladesh;46074;17824;Shahid Dibosh (International Mother Language Day);;;38230
BD;Bangladesh;46098;17822;Shab-e-Qadar (Night of Destiny);Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46100;36098;Eid-ul-Fiter Holiday;Banks/Government;Muslim (IndoPak);45583
BD;Bangladesh;46101;31408;Eid-ul-Fiter Holiday;Banks/Government;Muslim (IndoPak);45297
BD;Bangladesh;46101;29248;Jumatul Bidah;;Muslim (IndoPak);43047
BD;Bangladesh;46102;17823;Eid-ul-Fiter (End of Ramadan);;Muslim (IndoPak);45297
BD;Bangladesh;46103;31407;Eid-ul-Fiter Holiday;Banks/Government;Muslim (IndoPak);45383
BD;Bangladesh;46104;36099;Eid-ul-Fiter Holiday;Banks/Government;Muslim (IndoPak);45583
BD;Bangladesh;46107;17825;Independence Day (National Day);;;39477
BD;Bangladesh;46125;36468;Chaitra Sankranti (Rangamati, Khagrachhari and Bandarban Hilly districts);Regional;Hindu Solar;45991
BD;Bangladesh;46126;17827;Pahela Baishakh (Bangla New Year);Banks/Government;;43928
BD;Bangladesh;46143;22259;Buddha Purnuma (Buddha Day);;Hindu Lunar;45934
BD;Bangladesh;46143;17829;May Day;;;38560
BD;Bangladesh;46168;36100;Eid-ul-Azha Holiday;Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46169;31405;Eid-ul-Azha Holiday;Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46170;17826;Eid-ul-Azha (Feast of Sacrifice);;Muslim (IndoPak);45972
BD;Bangladesh;46171;31409;Eid-ul-Azha Holiday;Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46172;36101;Eid-ul-Azha Holiday;Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46173;36102;Eid-ul-Azha Holiday;Banks/Government;Muslim (IndoPak);45972
BD;Bangladesh;46199;22258;Ashura (Muharrum);Banks/Government;Muslim (IndoPak);44419
BD;Bangladesh;46204;17831;July Bank Holiday;Banks;;44402
BD;Bangladesh;46239;36361;July Mass Uprising Day;;;45835
BD;Bangladesh;46260;17830;Eid-e-Milad-un Nabi (The Prophet's Birthday);;Muslim (IndoPak);45934
BD;Bangladesh;46269;22260;Sri Krishna Janamashtami;;Hindu Lunar;44792
BD;Bangladesh;46315;36103;Durga Puja Holiday;Banks/Government;Hindu Lunar;45587
BD;Bangladesh;46316;22261;Durga Puja (Bijoya Dashami);;Hindu Lunar;45574
BD;Bangladesh;46372;17835;Bijoy Dibosh (Victory Day);;;39477
BD;Bangladesh;46381;17836;Christmas Day;;;38230
BD;Bangladesh;46387;17838;New Year's Eve Bank Holiday;Banks;;39989
BB;Barbados;46023;21684;New Year's Day;;;39271
BB;Barbados;46043;21697;Errol Barrow Day;;;39306
BB;Barbados;46115;21685;Good Friday;;Easter;38351
BB;Barbados;46118;21687;Easter Monday;;Easter;38351
BB;Barbados;46140;21698;National Heroes' Day;;;39271
BB;Barbados;46143;21690;Labour Day;;;39271
BB;Barbados;46167;21689;Whit Monday;;Easter;38351
BB;Barbados;46235;21692;Emancipation Day;;;40389
BB;Barbados;46237;21699;Kadooment Day;;;38351
BB;Barbados;46356;21691;Independence Day;;;39271
BB;Barbados;46381;21694;Christmas Day;;;39271
BB;Barbados;46382;21696;Boxing Day;;;39271
BY;Belarus;46023;20835;New Year's Day;;;39492
BY;Belarus;46024;34017;New Year Holiday;;;43820
BY;Belarus;46029;20836;Orthodox Christmas;;Orthodox;38230
BY;Belarus;46089;20842;Women's Day;;;38230
BY;Belarus;46132;30477;Public Holiday (workday moved to Sat. Apr. 25);;Arbitrary;45862
BY;Belarus;46133;24469;Radunitsa (Ancestors Veneration Day);;Orth. Easter;39492
BY;Belarus;46143;20844;Labour Day;;;38540
BY;Belarus;46151;20845;Victory Day;;;38230
BY;Belarus;46206;20847;Independence Day;;;38230
BY;Belarus;46333;26044;October Revolution Day;;;39617
BY;Belarus;46381;20837;Catholic Christmas;;;39440
BE;Belgium;46023;17839;New Year's Day;;;38230
BE;Belgium;46118;17840;Easter Monday;;Easter;38537
BE;Belgium;46143;17841;May Day;;;39272
BE;Belgium;46150;26147;Fête de l'iris (Brussels Region Day);Municipal/Government;;39650
BE;Belgium;46156;17842;Ascension Day;;Easter;38230
BE;Belgium;46157;24457;Ascension Friday;Banks;Easter;39475
BE;Belgium;46167;17843;Whit Monday;;Easter;38230
BE;Belgium;46214;17844;Flemish Community Day;Regional/Government/Linguistic;;39650
BE;Belgium;46224;17845;National Day;;;38230
BE;Belgium;46249;17846;Assumption Day;;;38230
BE;Belgium;46292;17847;French Community Day;Regional/Government/Linguistic;;39650
BE;Belgium;46327;17848;All Saints' Day;;;38230
BE;Belgium;46328;26146;All Souls' Day;Government;;39650
BE;Belgium;46337;17849;Armistice Day;;;38230
BE;Belgium;46341;20049;King's Day / German Community Day;Government;;39650
BE;Belgium;46381;17850;Christmas Day;;;38230
BZ;Belize;46023;21310;New Year's Day;;;44854
BZ;Belize;46037;34638;George Price Day;;;44854
